vehicle_id,total_records,avg_risk_score,high_risk_count,medium_risk_count,low_risk_count,high_risk_rate,medium_risk_rate,low_risk_rate,anomaly_rate,high_stress_rate,avg_rpm,avg_fuel_rate,avg_throttle,avg_engine_temp,avg_fuel_efficiency,high_risk_rate_pct,medium_risk_rate_pct,low_risk_rate_pct,anomaly_rate_pct,high_stress_rate_pct,maintenance_priority,priority_rank,recommendation
VH-000010,29,0.1741,3,9,17,0.10344827586206896,0.3103448275862069,0.5862068965517241,0.034482758620689655,0.41379310344827586,4216.551724137931,15.80655172413793,47.02413793103448,86.83448275862068,2.5898136961390543,10.34,31.03,58.62,3.45,41.38,MAINTENANCE_ALERT,0,"Ưu tiên kiểm tra/bảo trì. Xe có điểm rủi ro cao, cần xem xét động cơ, nhiên liệu, hành vi vận hành và anomaly."
VH-000011,29,0.1276,1,11,17,0.034482758620689655,0.3793103448275862,0.5862068965517241,0.1724137931034483,0.27586206896551724,4270.482758620689,1.3317241379310345,46.8448275862069,88.80344827586208,32.572307645716876,3.45,37.93,58.62,17.24,27.59,MAINTENANCE_ALERT,0,"Ưu tiên kiểm tra/bảo trì. Xe có điểm rủi ro cao, cần xem xét động cơ, nhiên liệu, hành vi vận hành và anomaly."
VH-000012,35,0.1957,2,19,14,0.05714285714285714,0.5428571428571428,0.4,0.05714285714285714,0.6,4431.2,12.098571428571429,50.33714285714286,89.03714285714287,3.983489217135146,5.71,54.29,40.0,5.71,60.0,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000013,41,0.122,0,17,24,0.0,0.4146341463414634,0.5853658536585366,0.0,0.4146341463414634,4338.804878048781,5.660243902439024,49.66829268292683,88.0390243902439,8.150059810054863,0.0,41.46,58.54,0.0,41.46,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000014,33,0.2333,4,15,14,0.12121212121212122,0.45454545454545453,0.42424242424242425,0.12121212121212122,0.5454545454545454,4356.454545454545,17.931212121212123,49.71818181818182,86.33333333333333,2.7640234531106733,12.12,45.45,42.42,12.12,54.55,MAINTENANCE_ALERT,0,"Ưu tiên kiểm tra/bảo trì. Xe có điểm rủi ro cao, cần xem xét động cơ, nhiên liệu, hành vi vận hành và anomaly."
VH-000015,40,0.1425,2,16,22,0.05,0.4,0.55,0.075,0.425,4176.825,10.49025,47.4825,87.3,4.5193948440506935,5.0,40.0,55.0,7.5,42.5,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000016,33,0.1424,2,14,17,0.06060606060606061,0.42424242424242425,0.5151515151515151,0.06060606060606061,0.48484848484848486,4394.454545454545,5.5648484848484845,48.92424242424242,87.63636363636364,9.29685751142698,6.06,42.42,51.52,6.06,48.48,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000017,28,0.125,0,13,15,0.0,0.4642857142857143,0.5357142857142857,0.03571428571428571,0.42857142857142855,4238.5,4.913928571428571,46.878571428571426,87.38571428571429,9.134061498278434,0.0,46.43,53.57,3.57,42.86,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000018,41,0.1268,0,19,22,0.0,0.4634146341463415,0.5365853658536586,0.04878048780487805,0.4146341463414634,4259.463414634146,4.841463414634147,47.880487804878044,88.87073170731706,9.422704437682428,0.0,46.34,53.66,4.88,41.46,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000019,38,0.1342,1,17,20,0.02631578947368421,0.4473684210526316,0.5263157894736842,0.05263157894736842,0.4473684210526316,4279.236842105263,5.047631578947368,48.705263157894734,89.39736842105263,9.425984794211434,2.63,44.74,52.63,5.26,44.74,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000020,31,0.129,0,15,16,0.0,0.4838709677419355,0.5161290322580645,0.03225806451612903,0.45161290322580644,4276.0,10.046451612903226,46.196774193548386,87.45806451612903,4.440719966676368,0.0,48.39,51.61,3.23,45.16,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000021,30,0.1467,0,15,15,0.0,0.5,0.5,0.06666666666666667,0.43333333333333335,4346.7,11.507666666666667,46.97,90.36333333333333,3.9445097796813333,0.0,50.0,50.0,6.67,43.33,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000022,34,0.0941,0,12,22,0.0,0.35294117647058826,0.6470588235294118,0.029411764705882353,0.3235294117647059,4270.382352941177,3.835882352941176,44.94117647058823,87.51470588235294,11.059260324449914,0.0,35.29,64.71,2.94,32.35,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000023,30,0.11,0,12,18,0.0,0.4,0.6,0.03333333333333333,0.36666666666666664,4055.633333333333,4.774,45.22666666666667,88.12666666666668,9.091144275205977,0.0,40.0,60.0,3.33,36.67,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000024,29,0.1828,3,11,15,0.10344827586206896,0.3793103448275862,0.5172413793103449,0.06896551724137931,0.4827586206896552,4280.448275862069,16.02793103448276,46.48275862068966,89.07931034482759,2.8959158475946736,10.34,37.93,51.72,6.9,48.28,MAINTENANCE_ALERT,0,"Ưu tiên kiểm tra/bảo trì. Xe có điểm rủi ro cao, cần xem xét động cơ, nhiên liệu, hành vi vận hành và anomaly."
VH-000025,28,0.1893,3,10,15,0.10714285714285714,0.35714285714285715,0.5357142857142857,0.07142857142857142,0.4642857142857143,4349.714285714285,16.296785714285715,48.1,85.66785714285713,2.7255652770155456,10.71,35.71,53.57,7.14,46.43,MAINTENANCE_ALERT,0,"Ưu tiên kiểm tra/bảo trì. Xe có điểm rủi ro cao, cần xem xét động cơ, nhiên liệu, hành vi vận hành và anomaly."
VH-000026,38,0.1671,5,14,19,0.13157894736842105,0.3684210526315789,0.5,0.2631578947368421,0.3684210526315789,4203.921052631579,1.5942105263157895,46.689473684210526,89.6921052631579,30.32237150032763,13.16,36.84,50.0,26.32,36.84,MAINTENANCE_ALERT,0,"Ưu tiên kiểm tra/bảo trì. Xe có điểm rủi ro cao, cần xem xét động cơ, nhiên liệu, hành vi vận hành và anomaly."
VH-000027,34,0.1132,1,11,22,0.029411764705882353,0.3235294117647059,0.6470588235294118,0.058823529411764705,0.3235294117647059,4213.823529411765,5.834117647058824,48.91470588235294,88.7235294117647,7.761488515053003,2.94,32.35,64.71,5.88,32.35,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000028,33,0.1712,3,15,15,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.24242424242424243,0.3939393939393939,4212.878787878788,1.4800000000000002,49.49090909090909,86.37272727272727,32.36754645063337,9.09,45.45,45.45,24.24,39.39,MAINTENANCE_ALERT,0,"Ưu tiên kiểm tra/bảo trì. Xe có điểm rủi ro cao, cần xem xét động cơ, nhiên liệu, hành vi vận hành và anomaly."
VH-000029,26,0.1462,4,7,15,0.15384615384615385,0.2692307692307692,0.5769230769230769,0.23076923076923078,0.34615384615384615,4257.923076923077,1.4003846153846153,48.43846153846154,89.13461538461539,32.269022931127,15.38,26.92,57.69,23.08,34.62,MAINTENANCE_ALERT,0,"Ưu tiên kiểm tra/bảo trì. Xe có điểm rủi ro cao, cần xem xét động cơ, nhiên liệu, hành vi vận hành và anomaly."
VH-000030,34,0.1191,1,13,20,0.029411764705882353,0.38235294117647056,0.5882352941176471,0.058823529411764705,0.38235294117647056,4231.411764705882,3.7670588235294122,49.88823529411765,88.50882352941177,11.719648736062707,2.94,38.24,58.82,5.88,38.24,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000031,32,0.2219,1,17,14,0.03125,0.53125,0.4375,0.03125,0.5625,4609.8125,18.75,48.19375,87.55,2.6847032052680597,3.12,53.12,43.75,3.12,56.25,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000032,38,0.1079,1,12,25,0.02631578947368421,0.3157894736842105,0.6578947368421053,0.02631578947368421,0.34210526315789475,4227.6578947368425,11.08421052631579,44.300000000000004,89.27631578947368,3.9842029826396144,2.63,31.58,65.79,2.63,34.21,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000033,35,0.1514,1,15,19,0.02857142857142857,0.42857142857142855,0.5428571428571428,0.05714285714285714,0.42857142857142855,4123.428571428572,14.579142857142857,46.268571428571434,87.52571428571429,2.9471161278578943,2.86,42.86,54.29,5.71,42.86,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000034,26,0.0788,0,8,18,0.0,0.3076923076923077,0.6923076923076923,0.0,0.3076923076923077,4122.153846153846,10.416153846153845,45.59615384615385,87.44615384615385,3.8930238297633797,0.0,30.77,69.23,0.0,30.77,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000035,37,0.1027,0,13,24,0.0,0.35135135135135137,0.6486486486486487,0.0,0.35135135135135137,4132.756756756757,4.792432432432432,45.84054054054054,87.55675675675676,8.942796749110725,0.0,35.14,64.86,0.0,35.14,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000036,37,0.1176,0,16,21,0.0,0.43243243243243246,0.5675675675675675,0.0,0.43243243243243246,4261.0,11.165945945945946,46.932432432432435,90.13783783783784,3.9288744522054784,0.0,43.24,56.76,0.0,43.24,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000037,43,0.1419,1,13,29,0.023255813953488372,0.3023255813953488,0.6744186046511628,0.06976744186046512,0.27906976744186046,3741.0232558139537,15.25,42.806976744186045,89.56976744186046,2.5553429730263413,2.33,30.23,67.44,6.98,27.91,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000038,44,0.1739,1,20,23,0.022727272727272728,0.45454545454545453,0.5227272727272727,0.022727272727272728,0.4772727272727273,4251.431818181818,15.502954545454545,47.00909090909091,87.76363636363637,2.9400343238732756,2.27,45.45,52.27,2.27,47.73,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000039,35,0.1,0,12,23,0.0,0.34285714285714286,0.6571428571428571,0.0,0.34285714285714286,4485.2,5.1257142857142854,46.065714285714286,88.64,8.831579265228385,0.0,34.29,65.71,0.0,34.29,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000040,36,0.0889,0,12,24,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,4050.6388888888887,10.190555555555555,45.919444444444444,85.65,4.078812347478598,0.0,33.33,66.67,0.0,33.33,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000041,33,0.1076,0,13,20,0.0,0.3939393939393939,0.6060606060606061,0.0,0.3939393939393939,4348.818181818182,4.546666666666667,48.45151515151515,88.25454545454545,9.688293546606783,0.0,39.39,60.61,0.0,39.39,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000042,34,0.1456,1,16,17,0.029411764705882353,0.47058823529411764,0.5,0.029411764705882353,0.5,4559.294117647059,5.16,49.78235294117647,88.87941176470588,9.9767085207362,2.94,47.06,50.0,2.94,50.0,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000043,40,0.1225,1,16,23,0.025,0.4,0.575,0.025,0.425,4219.2,5.8717500000000005,45.405,87.1225,7.811449694540981,2.5,40.0,57.5,2.5,42.5,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000044,40,0.1012,0,16,24,0.0,0.4,0.6,0.0,0.4,4582.9,4.0425,47.2125,87.7775,12.292885345290804,0.0,40.0,60.0,0.0,40.0,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000045,30,0.1417,1,14,15,0.03333333333333333,0.4666666666666667,0.5,0.03333333333333333,0.5,4512.033333333334,3.9956666666666667,46.18333333333333,89.12666666666668,11.674914695991724,3.33,46.67,50.0,3.33,50.0,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000046,30,0.1433,2,11,17,0.06666666666666667,0.36666666666666664,0.5666666666666667,0.06666666666666667,0.43333333333333335,4322.466666666666,4.117666666666667,47.343333333333334,91.48333333333333,11.481530290033207,6.67,36.67,56.67,6.67,43.33,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000047,28,0.1857,3,10,15,0.10714285714285714,0.35714285714285715,0.5357142857142857,0.10714285714285714,0.4642857142857143,4226.714285714285,15.739285714285714,49.042857142857144,89.43214285714285,3.0828186228901986,10.71,35.71,53.57,10.71,46.43,MAINTENANCE_ALERT,0,"Ưu tiên kiểm tra/bảo trì. Xe có điểm rủi ro cao, cần xem xét động cơ, nhiên liệu, hành vi vận hành và anomaly."
VH-000048,26,0.0673,0,7,19,0.0,0.2692307692307692,0.7307692307692307,0.0,0.2692307692307692,4025.6923076923076,4.705384615384616,42.849999999999994,86.65,8.87343188742847,0.0,26.92,73.08,0.0,26.92,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000049,32,0.1469,2,13,17,0.0625,0.40625,0.53125,0.0625,0.46875,4182.40625,5.1059375000000005,50.2875,89.628125,9.728003130637676,6.25,40.62,53.12,6.25,46.88,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000050,32,0.15,3,7,22,0.09375,0.21875,0.6875,0.0625,0.3125,4119.96875,15.41375,47.571875,86.753125,2.6989005670022683,9.38,21.88,68.75,6.25,31.25,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000051,30,0.17,2,15,13,0.06666666666666667,0.5,0.43333333333333335,0.2,0.43333333333333335,4393.633333333333,1.6723333333333334,49.06333333333334,88.46666666666667,31.02028430325046,6.67,50.0,43.33,20.0,43.33,MAINTENANCE_ALERT,0,"Ưu tiên kiểm tra/bảo trì. Xe có điểm rủi ro cao, cần xem xét động cơ, nhiên liệu, hành vi vận hành và anomaly."
VH-000052,34,0.1,0,12,22,0.0,0.35294117647058826,0.6470588235294118,0.029411764705882353,0.3235294117647059,4131.14705882353,5.678529411764706,46.050000000000004,91.17647058823529,7.593385410080837,0.0,35.29,64.71,2.94,32.35,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000053,41,0.1439,2,19,20,0.04878048780487805,0.4634146341463415,0.4878048780487805,0.14634146341463414,0.4146341463414634,4400.829268292683,1.6229268292682928,50.25609756097561,87.6829268292683,30.402160262399203,4.88,46.34,48.78,14.63,41.46,MAINTENANCE_ALERT,0,"Ưu tiên kiểm tra/bảo trì. Xe có điểm rủi ro cao, cần xem xét động cơ, nhiên liệu, hành vi vận hành và anomaly."
VH-000054,24,0.0646,0,5,19,0.0,0.20833333333333334,0.7916666666666666,0.0,0.20833333333333334,4248.75,4.441666666666666,46.26666666666667,86.02499999999999,9.038085017499567,0.0,20.83,79.17,0.0,20.83,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000055,27,0.0926,0,10,17,0.0,0.37037037037037035,0.6296296296296297,0.037037037037037035,0.3333333333333333,3936.740740740741,9.987407407407408,43.12222222222222,86.4925925925926,4.0555664651629995,0.0,37.04,62.96,3.7,33.33,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000056,31,0.1726,2,15,14,0.06451612903225806,0.4838709677419355,0.45161290322580644,0.1935483870967742,0.41935483870967744,4426.322580645161,1.6883870967741936,49.78387096774193,87.6258064516129,32.74427372473832,6.45,48.39,45.16,19.35,41.94,MAINTENANCE_ALERT,0,"Ưu tiên kiểm tra/bảo trì. Xe có điểm rủi ro cao, cần xem xét động cơ, nhiên liệu, hành vi vận hành và anomaly."
VH-000057,30,0.1633,1,16,13,0.03333333333333333,0.5333333333333333,0.43333333333333335,0.03333333333333333,0.5666666666666667,4676.866666666667,7.3533333333333335,48.263333333333335,86.42666666666668,7.460836700426347,3.33,53.33,43.33,3.33,56.67,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000058,33,0.2485,4,16,13,0.12121212121212122,0.48484848484848486,0.3939393939393939,0.12121212121212122,0.5757575757575758,4537.393939393939,19.066666666666666,52.32727272727273,87.4,2.6617990689819035,12.12,48.48,39.39,12.12,57.58,MAINTENANCE_ALERT,0,"Ưu tiên kiểm tra/bảo trì. Xe có điểm rủi ro cao, cần xem xét động cơ, nhiên liệu, hành vi vận hành và anomaly."
VH-000059,35,0.1014,0,11,24,0.0,0.3142857142857143,0.6857142857142857,0.0,0.3142857142857143,4305.028571428571,3.9805714285714284,48.494285714285716,89.33428571428571,10.71362851284053,0.0,31.43,68.57,0.0,31.43,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000060,28,0.1464,1,11,16,0.03571428571428571,0.39285714285714285,0.5714285714285714,0.07142857142857142,0.39285714285714285,4183.642857142857,13.8025,46.42857142857143,88.56071428571428,3.188741624280184,3.57,39.29,57.14,7.14,39.29,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000061,34,0.0706,0,9,25,0.0,0.2647058823529412,0.7352941176470589,0.0,0.2647058823529412,4151.35294117647,4.521470588235294,44.752941176470586,87.34411764705882,9.495331157528648,0.0,26.47,73.53,0.0,26.47,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000062,21,0.1024,0,8,13,0.0,0.38095238095238093,0.6190476190476191,0.0,0.38095238095238093,4201.476190476191,3.8004761904761906,46.15714285714286,87.5904761904762,11.970413254501281,0.0,38.1,61.9,0.0,38.1,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000063,22,0.1455,1,10,11,0.045454545454545456,0.45454545454545453,0.5,0.13636363636363635,0.4090909090909091,4320.0,5.544545454545455,50.36818181818182,89.14999999999999,9.21153346019844,4.55,45.45,50.0,13.64,40.91,MAINTENANCE_ALERT,0,"Ưu tiên kiểm tra/bảo trì. Xe có điểm rủi ro cao, cần xem xét động cơ, nhiên liệu, hành vi vận hành và anomaly."
VH-000064,34,0.1588,0,17,17,0.0,0.5,0.5,0.058823529411764705,0.4411764705882353,4115.617647058823,14.977941176470589,45.529411764705884,90.7235294117647,2.8902057230866873,0.0,50.0,50.0,5.88,44.12,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000065,31,0.2097,2,14,15,0.06451612903225806,0.45161290322580644,0.4838709677419355,0.06451612903225806,0.5161290322580645,4320.806451612903,16.44677419354839,48.16129032258065,87.86451612903227,2.9441148847041085,6.45,45.16,48.39,6.45,51.61,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000066,38,0.1553,1,18,19,0.02631578947368421,0.47368421052631576,0.5,0.05263157894736842,0.47368421052631576,4427.473684210527,11.691315789473684,46.68421052631579,86.5078947368421,3.9598782979946785,2.63,47.37,50.0,5.26,47.37,NEED_ATTENTION,1,"Cần theo dõi thêm. Xe có dấu hiệu rủi ro trung bình, nên giám sát các chỉ số vận hành trong các chuyến tiếp theo."
VH-000067,37,0.1797,1,18,18,0.02702702702702703,0.4864864864864865,0.4864864864864865,0.0,0.5135135135135135,4223.7027027027025,16.593783783783785,48.14594594594595,88.08108108108108,2.6457108949222667,2.7,48.65,48.65,0.0,51.35,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000068,36,0.1292,0,17,19,0.0,0.4722222222222222,0.5277777777777778,0.0,0.4722222222222222,4473.75,4.966111111111111,49.83888888888889,87.65833333333333,9.657528028021272,0.0,47.22,52.78,0.0,47.22,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000069,31,0.1371,0,12,19,0.0,0.3870967741935484,0.6129032258064516,0.0,0.3870967741935484,4383.387096774193,15.830967741935483,44.41612903225807,86.90645161290323,2.6945195181304418,0.0,38.71,61.29,0.0,38.71,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000070,29,0.1414,1,13,15,0.034482758620689655,0.4482758620689655,0.5172413793103449,0.034482758620689655,0.4827586206896552,4420.137931034483,11.08655172413793,48.675862068965515,87.43103448275862,4.1669808709014005,3.45,44.83,51.72,3.45,48.28,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000071,28,0.1071,0,10,18,0.0,0.35714285714285715,0.6428571428571429,0.0,0.35714285714285715,4342.25,10.455714285714285,47.346428571428575,86.33214285714287,4.274596359709139,0.0,35.71,64.29,0.0,35.71,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000072,29,0.0931,1,7,21,0.034482758620689655,0.2413793103448276,0.7241379310344828,0.034482758620689655,0.27586206896551724,4232.758620689655,4.654137931034483,45.672413793103445,86.42068965517241,9.143056332876881,3.45,24.14,72.41,3.45,27.59,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
VH-000073,29,0.1517,2,13,14,0.06896551724137931,0.4482758620689655,0.4827586206896552,0.2413793103448276,0.3448275862068966,4197.586206896552,1.4486206896551723,48.175862068965515,88.31379310344828,31.557810936690544,6.9,44.83,48.28,24.14,34.48,MAINTENANCE_ALERT,0,"Ưu tiên kiểm tra/bảo trì. Xe có điểm rủi ro cao, cần xem xét động cơ, nhiên liệu, hành vi vận hành và anomaly."
VH-000074,37,0.0838,0,11,26,0.0,0.2972972972972973,0.7027027027027027,0.0,0.2972972972972973,4245.7027027027025,4.5948648648648645,46.12972972972973,87.71351351351352,9.53454432395453,0.0,29.73,70.27,0.0,29.73,NORMAL_MONITORING,2,Theo dõi bình thường. Chưa có dấu hiệu rủi ro đáng kể.
